,address,betta,factor,intercept,ctp_number,heatstation,unom
1463,"Большая Косинская ул., д. 160А, к. 7",42.5766150560598,-0.000214298267736723,0.00797617146919432,04-10-042,РТС Перово,260010
1464,"Большая Косинская ул., д. 160А, к. 7",42.5766150560598,-0.000214298267736723,0.00797617146919432,04-10-042,РТС Перово,260010
1465,"Большая Косинская ул., д. 24",44.90856380138815,-0.009306965518370725,0.2221408979226093,04-10-003,ТЭЦ №22,11140
1466,"Каскадная ул., д. 20, к. 1",44.03143619861186,-0.00613549204396422,0.104222609626538,05-06-0231/001,ТЭЦ №22,9554
1467,"Каскадная ул., д. 20, к. 2",44.909108382274425,-0.006283786389652289,0.1071521858131192,05-06-0231/001,ТЭЦ №22,9555
1468,"Каскадная ул., д. 20, к. 3",44.570016017084896,-0.006093409362925503,0.1067223800062979,05-06-0231/001,ТЭЦ №22,51819
1469,"Красносолнечная ул., д. 40, к. 1",41.300320341697805,-0.003609583221567135,0.0666388934142041,04-10-004,ТЭЦ №22,11701
1470,"Красносолнечная ул., д. 40, к. 2",41.35192738921516,-0.003003050102101361,0.05452578855098669,04-10-004,ТЭЦ №22,11702
1471,"Красносолнечная ул., д. 40, к. 3",41.26520021356114,-0.003303436545150116,0.06164365568216621,04-10-004,ТЭЦ №22,11703
1472,"Лухмановская ул., д. 1",45.02936465563267,-0.01110006203371818,0.196926842870804,04-10-049,РТС Перово,240013
1473,"Лухмановская ул., д. 11",45.62733582487987,-0.01041532593919168,0.2240108595999324,04-10-092,РТС Перово,240146
1474,"Лухмановская ул., д. 13",45.62733582487987,-0.01199940669401933,0.2437895006848554,04-10-091,РТС Перово,240121
1475,"Лухмановская ул., д. 17",69.26534970635345,-0.02089005016074478,0.4238922314557753,04-10-091,РТС Перово,240116
1476,"Лухмановская ул., д. 17",69.26534970635345,-0.02147304066653717,0.3769770845161606,04-10-091,РТС Перово,240116
1477,"Лухмановская ул., д. 18",45.62733582487987,-0.01300566008445886,0.2237626735239421,04-10-093,РТС Перово,240126
1478,"Лухмановская ул., д. 20",45.62733582487987,-0.01193873746401965,0.2789214638458089,04-10-093,РТС Перово,240133
1479,"Лухмановская ул., д. 22",45.62733582487987,-0.01126004082394918,0.2065806813658769,04-10-094,РТС Перово,240140
1480,"Лухмановская ул., д. 24",69.01031500266951,-0.01499435755567891,0.2370417437590503,04-10-094,РТС Перово,240120
1481,"Лухмановская ул., д. 27",51.169247197010144,-0.02403507535029059,0.4401156782592614,04-10-097,РТС Перово,260004
1482,"Лухмановская ул., д. 29",57.698953550453815,-0.02581212933581195,0.483548523942625,04-10-097,РТС Перово,240138
1483,"Лухмановская ул., д. 30",45.62733582487987,-0.01221523821652854,0.2280433449841505,04-10-096,РТС Перово,240125
1484,"Лухмановская ул., д. 33",56.45504538174052,-0.02334405286847391,0.4857770297118112,04-10-098,РТС Перово,240119
1485,"Лухмановская ул., д. 34",69.26489054991991,-0.01385354847694696,0.2752858146901978,04-10-095,РТС Перово,240114
1486,"Лухмановская ул., д. 34",69.26489054991991,-0.03369741412086062,0.5654991705197516,04-10-095,РТС Перово,240114
1487,"Лухмановская ул., д. 5",45.41195942338494,-0.00938074000190176,0.1846283476266847,04-10-048,РТС Перово,240011
1488,"Оренбургская ул., д. 12, к. 2",41.64536038441003,-0.004213956692009422,0.08304096379049755,04-10-037,ТЭЦ №22,17673
1489,"Оренбургская ул., д. 13, к. 1",44.834938601174585,-0.007694229735268105,0.1819006583840637,04-10-037,ТЭЦ №22,17674
1490,"Оренбургская ул., д. 13, к. 2",45.077714895888946,-0.010785695407916,0.2467749500165473,04-10-003,ТЭЦ №22,17675
1491,"Оренбургская ул., д. 14",42.57349706353444,-0.004665123028284309,0.1095246166914152,04-10-037,ТЭЦ №22,17676
1492,"Оренбургская ул., д. 16",42.43916711158569,-0.004670946594895828,0.1116739263290445,04-10-037,ТЭЦ №22,17677
1493,"Оренбургская ул., д. 17",44.54684463427657,-0.00844564651540923,0.2028254240100243,04-10-003,ТЭЦ №22,17680
1494,"Оренбургская ул., д. 20, к. 1",42.461089161772556,-0.005617720331452505,0.1006736987395375,04-10-001,ТЭЦ №22,17681
1495,"Оренбургская ул., д. 20, к. 2",45.09688200747463,-0.01154050495545472,0.1888582731965969,04-10-001,ТЭЦ №22,17682
1496,"Оренбургская ул., д. 22",42.507528029898566,-0.00644622919149284,0.1112915599342893,04-10-001,ТЭЦ №22,17684
1497,"Оренбургская ул., д. 24, к. 1",42.472706887346504,-0.00587044576365268,0.1040068428174917,04-10-001,ТЭЦ №22,17685
1498,"Оренбургская ул., д. 24, к. 2",43.443438334223174,-0.007594439915870171,0.1302911635028143,04-10-001,ТЭЦ №22,17686
1499,"Оренбургская ул., д. 26, к. 1",42.492973838761344,-0.0059395948622028,0.1051146331847426,04-10-001,ТЭЦ №22,17687
1500,"Оренбургская ул., д. 26, к. 2",43.373219434063,-0.007111988002888546,0.1239324926208316,04-10-001,ТЭЦ №22,17688
1501,"Оренбургская ул., д. 6, к. 1",40.99526962092899,-0.001816180093365321,0.04135524218088333,04-10-037,ТЭЦ №22,17657
1502,"Оренбургская ул., д. 6, к. 3",40.99129738387614,-0.001509637939853344,0.03898090093194968,04-10-037,ТЭЦ №22,17659
1503,"Оренбургская ул., д. 8, к. 3",40.9983128670582,-0.002753675304015193,0.06366079280820582,04-10-037,ТЭЦ №22,17666
1504,"Святоозерская ул., д. 11",51.44853176721837,-0.01403648749310059,0.4145729675163363,04-10-046,РТС Перово,240023
1505,"Святоозерская ул., д. 13",47.592098238120656,-0.01709896996178982,0.3098965178636496,04-10-047,РТС Перово,240015
1506,"Святоозерская ул., д. 23",43.976508275493856,-0.008439202384460899,0.1519222018005902,04-10-049,РТС Перово,240010
1507,"Святоозерская ул., д. 3",47.592098238120656,-0.01262859424113365,0.3084856330303074,04-10-046,РТС Перово,240021
1508,"Святоозерская ул., д. 5",47.592098238120656,-0.01348584222546076,0.3404113042040803,04-10-046,РТС Перово,240020
1509,"Святоозерская ул., д. 9",48.7794981313401,-0.01486589158898651,0.3843754078651753,04-10-046,РТС Перово,240022
1510,"ул. Руднёвка, д. 1",60.89268553123331,-0.02377768886780651,0.4141192570071219,04-10-061,РТС Перово,240049
1511,"ул. Руднёвка, д. 11",48.40363053924186,-0.01522051043411281,0.2802957064715403,04-10-062,РТС Перово,240051
1512,"ул. Руднёвка, д. 12",49.61089161772557,-0.01767273688991447,0.3101194714045071,04-10-045,РТС Перово,240018
1513,"ул. Руднёвка, д. 14",49.152269087026156,-0.01253846835059721,0.3244028313307912,04-10-046,РТС Перово,240019
1514,"ул. Руднёвка, д. 15",45.71329418045916,-0.008057276647946511,0.1785127987141641,04-10-073,РТС Перово,240056
1515,"ул. Руднёвка, д. 16",49.63342231713828,-0.01404085010784509,0.2789784573492119,04-10-048,РТС Перово,240026
1516,"ул. Руднёвка, д. 17",48.337106246663105,-0.0133514009132853,0.2890361785819032,04-10-073,РТС Перово,240057
1517,"ул. Руднёвка, д. 18",49.16369460758142,-0.01423747416077295,0.2899857456995015,04-10-048,РТС Перово,240025
1518,"ул. Руднёвка, д. 2",47.671222637479985,-0.01250596308953414,0.2236917786191981,04-10-045,РТС Перово,240017
1519,"ул. Руднёвка, д. 21",50.19754404698345,-0.01704901849026288,0.3900100406593414,04-10-073,РТС Перово,240058
1520,"ул. Руднёвка, д. 23",45.62696209289909,-0.008197200581367765,0.1797325180524887,04-10-073,РТС Перово,240059
1521,"ул. Руднёвка, д. 25",48.404057661505604,-0.01273008341700001,0.2762482686048734,04-10-073,РТС Перово,240060
1522,"ул. Руднёвка, д. 3",47.521623064602245,-0.01364046362188065,0.2402278395538856,04-10-061,РТС Перово,240052
1523,"ул. Руднёвка, д. 33",47.412813667912445,-0.01245734517810746,0.2330036538673728,04-10-084,РТС Перово,240048
1524,"ул. Руднёвка, д. 35",50.886919380672715,-0.01828765687708621,0.3535521972507883,04-10-084,РТС Перово,240042
1525,"ул. Руднёвка, д. 39",52.54522156967432,-0.02241012273642235,0.3980211372218403,04-10-085,РТС Перово,240040
1526,"ул. Руднёвка, д. 4",48.87944474105713,-0.01235918198767036,0.2249048104581262,04-10-045,РТС Перово,240016
1527,"ул. Руднёвка, д. 41",47.42989855846236,-0.01289456308915167,0.2329683093984639,04-10-085,РТС Перово,240047
1528,"ул. Руднёвка, д. 43",52.565050720768824,-0.02516562351266343,0.4170877976825904,04-10-085,РТС Перово,240041
1529,"ул. Руднёвка, д. 7",52.54671649759744,-0.02225569276751976,0.4103000831630875,04-10-062,РТС Перово,240050
1530,"ул. Руднёвка, д. 9",47.43192738921516,-0.01294879666992587,0.2382862617651434,04-10-062,РТС Перово,240046
1531,"ул. Чёрное Озеро, д. 12",44.52334223171383,-0.006525954696136172,0.1553412529917882,04-10-003,ТЭЦ №22,28690
1532,"ул. Чёрное Озеро, д. 14",42.432802989855844,-0.00388690234047996,0.09306922417916988,04-10-003,ТЭЦ №22,28691
1533,"ул. Чёрное Озеро, д. 14",42.432802989855844,-0.00388690234047996,0.09306922417916988,04-10-003,ТЭЦ №22,28691
1534,"ул. Чёрное Озеро, д. 9",44.28922584089696,-0.005025155875114711,0.1192178179420049,04-10-003,ТЭЦ №22,28684
1535,"Открытое ш., д. 23",41.70848905499199,-0.002995428956791999,0.06233126447244464,04-01-0605/002,ТЭЦ №23,2109253
1536,"Открытое ш., д. 23А",41.922050186865995,-0.006749560044227244,0.1195399694220297,04-01-0605/003,ТЭЦ №23,2114435
1537,"Открытое ш., д. 23Б",41.067805659369995,-0.00242033777261706,0.04549544837865071,04-01-0605/005,ТЭЦ №23,2109262
1538,"Открытое ш., д. 24",41.28136679124399,-0.002503066752250307,0.07318725526601938,04-01-0605/026,ТЭЦ №23,2109239
1539,"Открытое ш., д. 25",42.562733582487986,-0.005476140621241096,0.1406719198213197,04-01-0605/001,ТЭЦ №23,2109319
1540,"Открытое ш., д. 27",42.02883075280299,-0.004820195456475344,0.101495620888315,04-01-0605/003,ТЭЦ №23,2114436
1541,"Открытое ш., д. 29",42.02883075280299,-0.003198374607237636,0.0877136272893592,04-01-0605/001,ТЭЦ №23,2114437
1542,"Открытое ш., д. 29А",42.562733582487986,-0.004635669529143813,0.1336100252904986,04-01-0605/001,ТЭЦ №23,2109318
1543,"Открытое ш., д. 31А",42.02883075280299,-0.003410405072589399,0.08215805498319156,04-01-0605/001,ТЭЦ №23,2114448
1544,"ул. Николая Химушина, д. 17, к. 3",40.533902829685,-0.001264110218406414,0.02854844608222198,04-01-0605/013,ТЭЦ №23,2400045
1545,"Открытое ш., д. 22",45.87293112653497,-0.009297116827977235,0.16563413933438,04-01-0612/032,ТЭЦ №23,18117
1546,"ул. Николая Химушина, д. 1",44.27122263747998,-0.00946533141542585,0.1666857802020561,04-01-0605/017,ТЭЦ №23,27911
1547,"ул. Николая Химушина, д. 11, к. 2",42.24239188467699,-0.003713401808571085,0.08167135507639765,04-01-0605/013,ТЭЦ №23,27922
1548,"ул. Николая Химушина, д. 11, к. 3",42.34917245061399,-0.003285520105977964,0.07042081172117937,04-01-0605/013,ТЭЦ №23,27923
1549,"ул. Николая Химушина, д. 15, к. 2",42.819006940736784,-0.005415563990868988,0.1191643695094155,04-01-0605/013,ТЭЦ №23,27929
1550,"ул. Николая Химушина, д. 15, к. 3",43.05392418579818,-0.005754325094392522,0.1112794953800853,04-01-0605/013,ТЭЦ №23,27930
1551,"ул. Николая Химушина, д. 17, к. 2",43.043246129204476,-0.004687743073812614,0.1004845798603788,04-01-0605/013,ТЭЦ №23,27932
1552,"ул. Николая Химушина, д. 19, к. 2",41.91243993593166,-0.005194959206956634,0.1051304764469793,04-01-0605/013,ТЭЦ №23,27935
1553,"ул. Николая Химушина, д. 19, к. 3",43.08595835557928,-0.005816593459310569,0.1206623442676207,04-01-0605/013,ТЭЦ №23,27936
1554,"ул. Николая Химушина, д. 21, к. 2",42.24239188467699,-0.004054019574222848,0.08457118206994188,04-01-0605/013,ТЭЦ №23,27938
1555,"ул. Николая Химушина, д. 23",48.64922584089696,-0.014221916186754,0.2710162413760533,04-01-0605/008,ТЭЦ №23,64031
1556,"ул. Николая Химушина, д. 5, к. 2",42.45595301655099,-0.004953518874177293,0.1027553352451903,04-01-0605/012,ТЭЦ №23,27916
1557,"ул. Николая Химушина, д. 7, к. 2",42.77629471436199,-0.004760828441177456,0.09897778027945953,04-01-0605/012,ТЭЦ №23,27918
1558,"ул. Николая Химушина, д. 9, к. 2",42.13561131873999,-0.003652317621230521,0.07965866034925369,04-01-0605/012,ТЭЦ №23,27920
1559,"Зелёный пр-т, д. 54",42.562733582487986,-0.003546856512414936,0.09183664443091963,04-04-0224/009,ТЭЦ №22,2122395
1560,"Зелёный пр-т, д. 64А",41.922050186865995,-0.003255328577180564,0.08029613863015103,04-04-0224/003,ТЭЦ №22,2122337
1561,"Зелёный пр-т, д. 74А",42.88307528029898,-0.006672567032221283,0.1287303533551942,04-04-0224/016,ТЭЦ №22,2121813
1562,"Зелёный пр-т, д. 75",42.34917245061399,-0.004536826929199167,0.0982553206787687,04-04-0223/009,ТЭЦ №22,2122178
1564,"Зелёный пр-т, д. 75, стр. 3",42.13561131873999,-0.00542709020189245,0.1053744326097643,04-04-0223/034,ТЭЦ №22,2504320
1565,"Мартеновская ул., д. 31А",42.61612386545649,-0.002837974789270539,0.05829798740583982,04-04-0224/006,ТЭЦ №22,2135060
1566,"Новогиреевская ул., д. 58",41.65509877202349,-0.002680856897308445,0.05468509364491814,04-04-0224/037,ТЭЦ №22,2122197
1567,"Перовская ул., д. 44А",42.45595301655099,-0.004505884824818202,0.1081427189767569,04-04-0221/010,ТЭЦ №22,2122202
1569,"Перовская ул., д. 44Б",41.922050186865995,-0.001921132884222791,0.05738377986660667,04-04-0221/035,ТЭЦ №22,2122186
1571,"Перовская ул., д. 52А",42.562733582487986,-0.004855616921796469,0.1043595146699814,04-04-0224/048,ТЭЦ №22,2600029
1572,"Перовская ул., д. 57А",43.203416978109985,-0.00652400372609379,0.143899116614594,04-04-0224/004,ТЭЦ №22,2122193
1573,"Перовская ул., д. 75",40.0,-0.001708749712693291,0.03723192224920869,04-04-0224/026,ТЭЦ №22,19500
1574,"Перовская ул., д. 75",40.0,-0.001708749712693291,0.03723192224920869,04-04-0224/026,ТЭЦ №22,19500
1575,"Полимерная ул., д. 7А",43.95088093966898,-0.0065058149628502,0.1578448780777193,04-04-0224/037,ТЭЦ №22,2121812
1576,"Сапёрный пр., д. 6А",42.562733582487986,-0.002733521585768818,0.07389673528984578,04-04-0223/010,ТЭЦ №22,2122281
1577,"Свободный пр-т, д. 24",40.0,-0.0009489891130786862,0.02224807000017015,04-04-0224/009,ТЭЦ №22,22837
1578,"Свободный пр-т, д. 24",40.0,-0.0009489891130786862,0.02224807000017015,04-04-0224/009,ТЭЦ №22,22837
1579,"Союзный пр-т, д. 10А",43.096636412172984,-0.006287260783851238,0.1666578961922697,04-04-0224/006,ТЭЦ №22,2122399
1580,"Союзный пр-т, д. 15А",40.533902829685,-0.0002134922005588172,0.006188784493120993,04-04-0224/009,ТЭЦ №22,2102465
1581,"Утренняя ул., д. 12",41.922050186865995,-0.00575198795618571,0.1300315650275897,04-04-0224/004,ТЭЦ №22,2122230
1582,"Утренняя ул., д. 16А",42.24239188467699,-0.004249752400341526,0.1017780936508444,04-04-0224/005,ТЭЦ №22,2122394
1583,"Утренняя ул., д. 5",41.70848905499199,-0.003146954624174634,0.06981322787806783,04-04-0224/002,ТЭЦ №22,2122336
1584,"Федеративный пр-т, д. 17",43.096636412172984,-0.006013281162120796,0.1269937416215132,04-04-0223/014,ТЭЦ №22,2122266
1585,"Федеративный пр-т, д. 17, стр. 11",40.85424452749599,-0.001472171456272873,0.03442321702768456,04-04-0223/014,ТЭЦ №22,2131352
1586,"Федеративный пр-т, д. 17, стр. 16",40.106780565937,0.0,0.004,04-04-0223/014,ТЭЦ №22,2502083
1587,"Федеративный пр-т, д. 17, стр. 3",40.85424452749599,-0.001525104594714293,0.03058648496205394,04-04-0223/014,ТЭЦ №22,2122261
1588,"Федеративный пр-т, д. 17, стр. 7",40.2989855846236,-0.0007796072507099509,0.01640743165332065,04-04-0223/014,ТЭЦ №22,2102367
1589,"Федеративный пр-т, д. 17, стр. 8",44.80512546716498,-0.004411446328177501,0.1580950203141142,04-04-0223/014,ТЭЦ №22,2122277
1590,"Федеративный пр-т, д. 17, стр. 9",43.52375867592098,-0.002904544131371043,0.1050307794272214,04-04-0223/014,ТЭЦ №22,2122300
1592,"Федеративный пр-т, д. 27",43.95088093966898,-0.004617240335200543,0.1056554469459607,04-04-0223/022,ТЭЦ №22,2501269
1593,"Федеративный пр-т, д. 29А",41.922050186865995,-0.009797319170537866,0.1663392111406893,04-04-0223/016,ТЭЦ №22,2122188
1594,"Федеративный пр-т, д. 31А, стр. 1",42.77629471436199,-0.005831999443821153,0.1150662445708301,04-04-0223/016,ТЭЦ №22,4200089
1595,"Фрязевская ул., д. 11А",41.70848905499199,-0.003133164869935587,0.05186963427794115,04-04-0224/011,ТЭЦ №22,2122330
1597,"Фрязевская ул., д. 13А",45.36038441003737,-0.002800512127014673,0.06753364324497835,04-04-0224/049,ТЭЦ №22,2504417
1598,"Фрязевская ул., д. 5",41.922050186865995,-0.007853818461731294,0.190792848064537,04-04-0224/034,ТЭЦ №22,2122229
1599,"Фрязевская ул., д. 7",48.54244527495996,-0.007566829975866477,0.1776984073867776,04-04-0224/011,ТЭЦ №22,2122228
1600,"ул. Алексея Дикого, д. 18А",42.98985584623598,-0.005203974829837907,0.1151113087733949,04-04-0224/018,ТЭЦ №22,2122256
1602,"ул. Алексея Дикого, д. 7А",40.9717031500267,-0.002577220177438744,0.0438940945597151,04-04-0224/047,ТЭЦ №22,2504331
1603,"2-я Владимирская ул., д. 56",42.88307528029898,-0.00495932340809991,0.1105852278784143,04-04-0209/137,ТЭЦ №22,4094
1604,"2-я Владимирская ул., д. 57",44.17725573945542,-0.004378601417615579,0.08915548625736672,04-04-0224/029,ТЭЦ №22,4095
1605,"2-я Владимирская ул., д. 58",42.24239188467699,-0.004385106829906328,0.08567873988122236,04-04-0224/032,ТЭЦ №22,4096
1606,"2-я Владимирская ул., д. 59/39",42.60331019754405,-0.00603118728501797,0.1388645036513457,04-04-0224/029,ТЭЦ №22,12348
1607,"Братская ул., д. 15, к. 1",47.47463961558996,-0.01303884113617453,0.2098611083170773,04-04-0224/001,ТЭЦ №22,2768
1608,"Братская ул., д. 15, к. 2",42.88307528029898,-0.006058202516987811,0.1383696201579564,04-04-0224/001,ТЭЦ №22,2769
1609,"Братская ул., д. 17, к. 1",44.378003203416974,-0.007567785895203519,0.1738260423054204,04-04-0224/007,ТЭЦ №22,2771
1610,"Братская ул., д. 17, к. 2",44.378003203416974,-0.007475240903276732,0.1792874167706205,04-04-0224/007,ТЭЦ №22,2772
1611,"Братская ул., д. 19, к. 1",47.36849973304858,-0.01024298767864388,0.2336576796225028,04-04-0224/001,ТЭЦ №22,2773
1612,"Братская ул., д. 19, к. 2",42.88307528029898,-0.004542840590709967,0.08933198634456853,04-04-0224/001,ТЭЦ №22,2774
1613,"Братская ул., д. 21, к. 1",42.66951414842499,-0.007873000223020489,0.1208898226437982,04-04-0224/007,ТЭЦ №22,2776
1614,"Братская ул., д. 21, к. 2",42.66951414842499,-0.007924480943749748,0.1803239209274362,04-04-0224/007,ТЭЦ №22,2777
1615,"Братская ул., д. 23, к. 1",42.77629471436199,-0.01188228025634467,0.165132918746153,04-04-0224/002,ТЭЦ №22,2778
1616,"Братская ул., д. 23, к. 2",43.096636412172984,-0.006146976940971489,0.1323853866784903,04-04-0224/002,ТЭЦ №22,2779
1617,"Братская ул., д. 25, к. 1",44.48478376935398,-0.006921639662313074,0.1405086250913493,04-04-0224/007,ТЭЦ №22,2781
1618,"Братская ул., д. 25, к. 2",44.48478376935398,-0.007425553775436912,0.115832058380297,04-04-0224/007,ТЭЦ №22,2782
1619,"Братская ул., д. 27, к. 1",47.581420181526966,-0.01274750053349462,0.2580491184274947,04-04-0224/002,ТЭЦ №22,2783
1620,"Братская ул., д. 27, к. 2",43.203416978109985,-0.0075323332332923,0.147713994628881,04-04-0224/002,ТЭЦ №22,2784
1621,"Зелёный пр-т, д. 26",53.77469300587293,-0.02443011921932175,0.4693144401677362,04-04-0209/132,ТЭЦ №22,8350
1622,"Зелёный пр-т, д. 30",42.13561131873999,-0.003079020642975688,0.06082714773407345,04-04-0224/036,ТЭЦ №22,8357
1623,"Зелёный пр-т, д. 30",42.13561131873999,-0.004065085690691463,0.08507712434417766,04-04-0224/036,ТЭЦ №22,8357
1624,"Зелёный пр-т, д. 32",42.24239188467699,-0.003731521193983224,0.1015565328282386,04-04-0224/017,ТЭЦ №22,8359
1625,"Зелёный пр-т, д. 34",42.46663107314469,-0.005062415955554048,0.1173739323213048,04-04-0224/017,ТЭЦ №22,8360
1626,"Зелёный пр-т, д. 42",53.13400961025094,-0.01788296026562423,0.3701366804321339,04-04-0224/041,ТЭЦ №22,80025
1627,"Зелёный пр-т, д. 44",47.688200747463966,-0.02089381041694611,0.4152435969726934,04-04-0224/041,ТЭЦ №22,8374
1628,"Зелёный пр-т, д. 46",41.70848905499199,-0.004930439733811818,0.1091602125226841,04-04-0224/008,ТЭЦ №22,8376
1629,"Зелёный пр-т, д. 56",46.18831820608649,-0.01594339499980882,0.3181032969557526,04-04-0224/009,ТЭЦ №22,8387
1630,"Зелёный пр-т, д. 60/35",50.67805659369995,-0.0238318856534279,0.4784456467018059,04-04-0224/003,ТЭЦ №22,8362
1631,"Зелёный пр-т, д. 61",42.88307528029898,-0.005113712636312401,0.1098019768847148,04-04-0223/007,ТЭЦ №22,8389
1632,"Зелёный пр-т, д. 63",42.88307528029898,-0.005239640882634301,0.1162864338948065,04-04-0223/007,ТЭЦ №22,8393
1633,"Зелёный пр-т, д. 64",50.46449546182595,-0.02426292123319241,0.5235702518282541,04-04-0224/016,ТЭЦ №22,8395
1634,"Зелёный пр-т, д. 65",42.88307528029898,-0.004487323338896975,0.1022297694620793,04-04-0223/007,ТЭЦ №22,8394
1635,"Зелёный пр-т, д. 73",42.24239188467699,-0.00413596832376453,0.1129219760333131,04-04-0223/004,ТЭЦ №22,8408
1636,"Зелёный пр-т, д. 74",42.88307528029898,-0.006267258470077251,0.1342821531717514,04-04-0224/016,ТЭЦ №22,8409
1637,"Зелёный пр-т, д. 76",42.77629471436199,-0.006075918949306348,0.1158786918745298,04-04-0224/011,ТЭЦ №22,8410
1638,"Зелёный пр-т, д. 85",47.26107848371597,-0.01191286458738914,0.2563622911672073,04-07-0223/036,ТЭЦ №22,8417
1639,"Коренная ул., д. 10",42.45595301655099,-0.004457859670026446,0.09450057443405338,04-04-0209/158,ТЭЦ №22,10930
1640,"Коренная ул., д. 8, к. 1",42.45595301655099,-0.0053094386492169,0.1083525269778815,04-04-0209/158,ТЭЦ №22,10928
1641,"Коренная ул., д. 8, к. 2",44.16444207154298,-0.007076600142498497,0.1584280245643844,04-04-0209/158,ТЭЦ №22,10929
1642,"Кусковская ул., д. 19, к. 2",42.77629471436199,-0.005287507080788465,0.1286807128348842,04-04-0221/008,ТЭЦ №22,12327
1643,"Кусковская ул., д. 21, к. 2",41.601708489055,-0.003388586970214163,0.09134607098083541,04-04-0221/008,ТЭЦ №22,12329
1644,"Кусковская ул., д. 21, к. 3",42.34917245061399,-0.00312211133670686,0.0749325525376946,04-04-0221/008,ТЭЦ №22,12330
1645,"Кусковская ул., д. 23, к. 2",42.34917245061399,-0.003929887818633819,0.08754496055339794,04-04-0221/008,ТЭЦ №22,12332
1646,"Кусковская ул., д. 23, к. 3",42.34917245061399,-0.004041397341632637,0.1128660942309262,04-04-0221/008,ТЭЦ №22,12333
1647,"Кусковская ул., д. 23, к. 4",41.601708489055,-0.002920729656314035,0.08710911692966747,04-04-0221/008,ТЭЦ №22,12334
1648,"Кусковская ул., д. 25, к. 2",42.24239188467699,-0.004242734650028328,0.1134366036167465,04-04-0221/008,ТЭЦ №22,12337
1649,"Кусковская ул., д. 27, к. 2",42.66951414842499,-0.003950631706663194,0.09876193548978487,04-04-0221/015,ТЭЦ №22,12339
1650,"Кусковская ул., д. 29, к. 2",42.77629471436199,-0.003412253278489114,0.08428368687905488,04-04-0221/015,ТЭЦ №22,12341
1651,"Кусковская ул., д. 31, к. 2",42.66951414842499,-0.004904268411581307,0.1035921552657232,04-04-0221/015,ТЭЦ №22,12343
1652,"Кусковская ул., д. 33",41.815269620928994,-0.003934047777344924,0.08551898672908852,04-04-0224/032,ТЭЦ №22,12344
1653,"Кусковская ул., д. 35, к. 2",41.97544046983449,-0.004622562410399609,0.1053233213443972,04-04-0224/032,ТЭЦ №22,12346
1654,"Кусковская ул., д. 37/60",42.733582487987185,-0.005524765711650914,0.1196295191757491,04-04-0224/032,ТЭЦ №22,12347
1655,"Кусковская ул., д. 41",41.922050186865995,-0.005224230399436281,0.1227660978605133,04-04-0224/029,ТЭЦ №22,12349
1656,"Кусковская ул., д. 43, к. 2",42.02883075280299,-0.00389155572273825,0.07367010093690556,04-04-0224/029,ТЭЦ №22,12351
1657,"Кусковская ул., д. 47",43.41697810998398,-0.007867372227876954,0.1557011359049228,04-04-0224/027,ТЭЦ №22,12352
1658,"Мартеновская ул., д. 16/36",42.98985584623598,-0.005249421100352227,0.1342442660430107,04-04-0224/017,ТЭЦ №22,13843
1659,"Мартеновская ул., д. 18",42.24239188467699,-0.004472835435289024,0.101562559326483,04-04-0224/017,ТЭЦ №22,13844
1660,"Мартеновская ул., д. 20",42.24239188467699,-0.00393487119869527,0.09718135721936255,04-04-0224/017,ТЭЦ №22,13846
1661,"Мартеновская ул., д. 22, к. 1",43.26748531767218,-0.004092730358301639,0.09769441010374,04-04-0224/017,ТЭЦ №22,13847
1662,"Мартеновская ул., д. 22, к. 2",42.24239188467699,-0.002936205261871992,0.08470242519393673,04-04-0224/017,ТЭЦ №22,13848
1663,"Мартеновская ул., д. 23",42.19967965830219,-0.003870176094134497,0.09061594961222354,04-04-0224/017,ТЭЦ №22,13849
1664,"Мартеновская ул., д. 24",42.66951414842499,-0.003939084658768456,0.1009121134866272,04-04-0224/017,ТЭЦ №22,13850
1665,"Мартеновская ул., д. 27",42.423918846769894,-0.004242217581765043,0.09105869501906785,04-04-0224/037,ТЭЦ №22,13851
1666,"Мартеновская ул., д. 29",42.17832354511479,-0.004684550701965493,0.1018593259942275,04-04-0224/037,ТЭЦ №22,13852
1667,"Мартеновская ул., д. 30",42.68019220501869,-0.004999120098406319,0.08221852291477875,04-04-0224/037,ТЭЦ №22,13853
1668,"Мартеновская ул., д. 31",43.203416978109985,-0.005389262088745104,0.09398699264333832,04-04-0224/006,ТЭЦ №22,13854
1669,"Мартеновская ул., д. 32/15",43.66257341163908,-0.00607701369236526,0.1320991017148506,04-04-0224/037,ТЭЦ №22,13855
1670,"Мартеновская ул., д. 33",44.48478376935398,-0.008069043432369586,0.1959639031607003,04-04-0224/018,ТЭЦ №22,13856
1671,"Мартеновская ул., д. 39, к. 1",44.48478376935398,-0.008866275292346184,0.2011824456448956,04-04-0224/018,ТЭЦ №22,13857
1672,"Мартеновская ул., д. 39, к. 2",44.48478376935398,-0.009315618967096812,0.1819487354720739,04-04-0224/018,ТЭЦ №22,13858
1673,"Мартеновская ул., д. 41",44.48478376935398,-0.009009185566189418,0.1941947158263761,04-04-0224/018,ТЭЦ №22,13859
1674,"Напольный пр., д. 6",51.21195942338495,-0.02096379819779649,0.3811968239894211,04-04-0223/043,ТЭЦ №22,15713
1675,"Новогиреевская ул., д. 37",43.18206086492259,-0.01181613670272275,0.2427346602464493,04-04-0224/036,ТЭЦ №22,16489
